ath1_probe	FC_27_28_35_36_GSE576	Pvalue_27_28_35_36_down	Pvalue_27_28_35_36_up	FC_29_30_37_38_GSE576	Pvalue_29_30_37_38_down	Pvalue_29_30_37_38_up	FC_31_32_39_40_GSE576	Pvalue_31_32_39_40_down	Pvalue_31_32_39_40_up	FC_33_34_41_42_GSE576	Pvalue_33_34_41_42_down	Pvalue_33_34_41_42_up	ID	Annotation
264067_x_at	0.0692	0.5674	0.2478	-0.0476	0.4401	0.6316	-0.0309	0.3899	0.6233	0.024	0.4786	0.4616	AT2G28010	aspartyl protease family protein
264068_at	0.0367	0.4815	0.4136	-0.0676	0.3395	0.652	-0.1128	0.2206	0.8262	0.5084	0.998	0.0045	AT2G27990	BLH8 (BEL1-LIKE HOMEODOMAIN 8); DNA binding / transcription factor
264069_at	-0.2602	0.0556	0.9754	0.0767	0.7246	0.3466	0.1499	0.8858	0.209	-0.161	0.1339	0.9436	AT2G28000	CPN60A (chloroplast / 60 kDa chaperonin alpha subunit); ATP binding / protein binding / unfolded protein binding
264070_at	0.0484	0.5091	0.287	-0.1702	0.1487	0.8977	-0.024	0.4796	0.6807	0.1444	0.8833	0.2215	AT2G27960	CKS1/CKS1AT (CDK-SUBUNIT 1); cyclin-dependent protein kinase/ protein binding
264071_at	0.1179	0.7927	0.302	-0.3503	0.0181	0.9923	-0.312	0.0218	0.992	0.1606	0.8766	0.178	AT2G27920	SCPL51; serine carboxypeptidase
264072_at	-0.0627	0.3454	0.6622	0.0421	0.4289	0.2645	0.0258	0.528	0.4762	0.2217	0.9559	0.0979	no_match	no_match
264073_at	-0.2506	0.0565	0.9683	-0.1265	0.223	0.7865	-0.0227	0.5066	0.6902	-0.1375	0.166	0.9059	no_match	no_match
264074_at	-0.1586	0.1382	0.8842	0.2052	0.7905	0.1107	-0.1801	0.1116	0.9306	-0.2113	0.0757	0.9676	AT2G10780	transposable element gene
264075_at	-0.2022	0.0889	0.8341	-0.0358	0.4206	0.6097	0.2568	0.9617	0.071	-0.1803	0.1029	0.9446	AT2G10850	transposable element gene
264076_at	0.1206	0.8547	0.2918	0.1135	0.8387	0.2203	0.0341	0.5906	0.4484	0.1474	0.8997	0.2167	AT2G28540	nucleic acid binding / nucleotide binding / protein binding / zinc ion binding
264077_at	-0.278	0.045	0.9784	-0.2894	0.0383	0.9798	-0.1303	0.1687	0.8208	0.001	0.4821	0.5722	AT2G28560	ATRAD51B/RAD51B; recombinase
264078_at	-0.2455	0.0613	0.9634	0.1024	0.8296	0.2867	0.1319	0.8709	0.2472	0.1112	0.8419	0.3105	AT2G28470	BGAL8 (BETA-GALACTOSIDASE 8); beta-galactosidase
264079_at	0.1052	0.7612	0.2667	0.0247	0.6382	0.4951	0.223	0.9529	0.1053	0.1859	0.9299	0.1442	AT2G28490	cupin family protein
264080_at	-0.0714	0.355	0.7397	0.0709	0.803	0.3674	0.1556	0.8929	0.2063	0.0446	0.6244	0.4661	AT2G28520	VHA-A1 (VACUOLAR PROTON ATPASE A 1); ATPase
264081_at	-0.0493	0.1651	0.4223	0.3015	0.8026	0.0233	0.2654	0.9708	0.0593	-0.2449	0.045	0.8105	AT2G28540	nucleic acid binding / nucleotide binding / protein binding / zinc ion binding
264082_at	-1.0539	0.0	1.0	-1.5125	0.0	1.0	-0.9609	0.0	1.0	-1.219	0.0	1.0	AT2G28570	unknown protein
264083_at	0.1863	0.9158	0.171	0.3545	0.9916	0.0212	0.2624	0.9553	0.0643	0.3107	0.9691	0.0366	AT2G31230	ATERF15 (ETHYLENE-RESPONSIVE ELEMENT BINDING FACTOR 15); DNA binding / transcription activator/ transcription factor
264084_at	-0.0658	0.3738	0.7476	0.0644	0.6569	0.3056	0.1304	0.875	0.255	0.0194	0.5898	0.5788	AT2G31240	tetratricopeptide repeat (TPR)-containing protein
264085_at	0.0833	0.713	0.3168	0.1541	0.9106	0.1744	0.1109	0.8129	0.2978	0.241	0.9064	0.0766	AT2G31250	HEMA3; glutamyl-tRNA reductase
264086_at	-0.0864	0.275	0.7333	0.0024	0.6243	0.5743	-0.1153	0.2413	0.8792	-0.0771	0.2902	0.8203	AT2G31190	similar to EMB1879 (EMBRYO DEFECTIVE 1879) [Arabidopsis thaliana] (TAIR:AT5G49820.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO40639.1); contains InterPro domain Protein of unknown function DUF647 (InterPro:IPR006968)
264087_at	-0.1324	0.1883	0.7552	-0.0814	0.2865	0.6103	0.2771	0.9743	0.0576	0.0093	0.4382	0.5023	AT2G31340	EMB1381 (EMBRYO DEFECTIVE 1381)
264088_at	-0.1427	0.1864	0.8281	0.1472	0.9055	0.1725	0.0185	0.6008	0.5344	0.0831	0.7577	0.378	no_match	no_match
264089_at	0.1289	0.8603	0.2804	-0.2387	0.0713	0.966	-0.0155	0.5045	0.6543	-0.1415	0.1554	0.903	AT2G31200	ADF6 (ACTIN DEPOLYMERIZING FACTOR 6); actin binding
264090_at	-0.0014	0.5119	0.519	0.3462	0.9905	0.0211	0.0607	0.6748	0.3844	0.0656	0.7329	0.4441	AT1G79370	CYP79C1 (cytochrome P450, family 79, subfamily C, polypeptide 1); oxygen binding
264091_at	0.3321	0.7791	0.0429	-0.1186	0.2223	0.7691	-0.0129	0.5393	0.6659	0.4556	0.9977	0.007	AT1G79110	protein binding / zinc ion binding
264092_at	0.0133	0.6012	0.5709	0.0877	0.7258	0.307	-0.0575	0.403	0.7814	0.0259	0.63	0.5717	AT1G79040	PSBR (photosystem II subunit R)
264093_at	0.1873	0.9108	0.1672	-0.1235	0.2095	0.7245	-0.1266	0.1944	0.8503	0.0167	0.5522	0.5431	AT1G79220	mitochondrial transcription termination factor family protein / mTERF family protein
264094_at	0.0431	0.6033	0.4645	-0.0578	0.4292	0.7123	-0.2062	0.0862	0.9481	-0.0409	0.3697	0.6807	AT1G79200	similar to unnamed protein product [Vitis vinifera] (GB:CAO47897.1); contains domain PTHR18460 (PTHR18460)
264095_at	-0.0117	0.4478	0.6134	-0.0382	0.5081	0.6777	0.0325	0.6436	0.5215	0.0149	0.5617	0.578	AT1G79230	ST1 (MERCAPTOPYRUVATE SULFURTRANSFERASE 1); thiosulfate sulfurtransferase
264096_at	0.1929	0.812	0.1351	0.3109	0.9391	0.0466	0.1001	0.8255	0.3319	0.1957	0.8633	0.1181	AT1G78995	similar to unnamed protein product [Vitis vinifera] (GB:CAO41778.1)
264097_s_at	0.127	0.8451	0.2902	-0.0972	0.3298	0.8344	0.0717	0.7644	0.4146	0.1109	0.8459	0.3115	AT1G16700;AT1G79010	[AT1G16700, ATMLO14 (ARABIDOPSIS THALIANA MILDEW RESISTANCE LOCUS O 14); NADH dehydrogenase (ubiquinone)];[AT1G79010, NADH-ubiquinone oxidoreductase 23 kDa subunit, mitochondrial (TYKY)]
264098_at	0.1061	0.8276	0.3167	0.1209	0.8387	0.2089	0.0947	0.7298	0.3066	0.0888	0.8034	0.3756	AT1G79260	Identical to Uncharacterized protein At1g79260 [Arabidopsis Thaliana] (GB:O64527); similar to hypothetical protein [Vitis vinifera] (GB:CAN83082.1); contains InterPro domain Region of unknown function DUF1794 (InterPro:IPR014878)
264099_at	-0.0276	0.4895	0.6637	0.1076	0.8679	0.2696	-0.0472	0.4289	0.7487	-0.0229	0.432	0.6771	AT1G79050	DNA repair protein recA
264100_at	-0.2291	0.0806	0.956	-0.3799	0.0154	0.9248	0.0678	0.7376	0.4173	-0.0665	0.2842	0.6665	AT1G78970	LUP1 (LUPEOL SYNTHASE 1); lupeol synthase
264101_at	0.1602	0.8939	0.2147	0.0211	0.6921	0.5054	-0.0967	0.2883	0.8512	-0.0706	0.3109	0.8124	AT1G79000	HAC1 (P300/CBP ACETYLTRANSFERASE-RELATED PROTEIN 2 GENE); H3/H4 histone acetyltransferase/ transcription cofactor
264102_at	-0.0346	0.2591	0.5225	-0.1619	0.1767	0.9214	-0.1549	0.1506	0.9085	0.2658	0.9683	0.0593	AT1G79270	ECT8 (evolutionarily conserved C-terminal region 8)
264103_at	-0.0338	0.422	0.6588	0.0955	0.7459	0.2989	0.146	0.8721	0.2168	-0.0339	0.4272	0.7261	AT2G13660	unknown protein
264104_at	-0.2708	0.0472	0.9784	-0.1598	0.1585	0.8507	0.0025	0.4961	0.5575	-0.0357	0.2876	0.5149	AT2G13750	transposable element gene
264105_x_at	-0.1778	0.1201	0.8304	-0.0164	0.4687	0.5723	0.067	0.725	0.4143	-0.002	0.5417	0.6629	AT2G13760	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G24380.1); similar to conserved hypothetical protein [Asparagus officinalis] (GB:ABB55300.1)
264106_at	0.2233	0.7773	0.0612	0.3526	0.9794	0.0177	0.3745	0.993	0.0167	0.338	0.9878	0.0268	no_match	no_match
264107_s_at	0.4325	0.9964	0.012	0.1303	0.8822	0.2096	0.2228	0.9184	0.0988	0.191	0.9233	0.1328	AT2G13790;AT2G13800	[AT2G13790, ATSERK4 (SOMATIC EMBRYOGENESIS RECEPTOR-LIKE KINASE 4); protein binding / protein kinase/ transmembrane receptor protein serine/threonine kinase];[AT2G13800, ATSERK5 (SOMATIC EMBRYOGENESIS RECEPTOR LIKE KINASE 5); ATP binding / protein kinase/ transmembrane receptor protein serine/threonine kinase]
264108_at	0.1368	0.8189	0.2383	-0.089	0.3209	0.752	0.3377	0.9903	0.0275	0.2556	0.9452	0.0687	AT2G13680	CALS5 (CALLOSE SYNTHASE 5); 1,3-beta-glucan synthase
264109_at	-0.0459	0.4086	0.7427	-0.1779	0.1251	0.8678	-0.1211	0.2285	0.8864	-0.1713	0.121	0.943	AT2G13720	ATP binding / DNA binding / DNA topoisomerase (ATP-hydrolyzing)
264110_at	-0.0742	0.3651	0.8117	-0.0273	0.4667	0.6202	0.0522	0.6139	0.377	-0.1824	0.1084	0.9448	AT2G13730	transposable element gene
264111_at	0.1956	0.9337	0.152	-0.1492	0.1797	0.8363	0.0384	0.6375	0.4575	0.1879	0.9303	0.1402	AT2G13690	PRLI-interacting factor, putative
264112_at	0.0002	0.5626	0.6034	0.057	0.7453	0.4128	0.0116	0.4638	0.4851	-0.2252	0.0611	0.9763	AT2G13680	CALS5 (CALLOSE SYNTHASE 5); 1,3-beta-glucan synthase
264113_at	-0.0084	0.4342	0.565	-0.1212	0.258	0.8552	-0.2242	0.0683	0.9332	0.0325	0.6086	0.5246	AT2G31260	APG9 (AUTOPHAGY 9)
264114_at	-0.1836	0.1083	0.9038	-0.1921	0.1253	0.9425	-0.0899	0.3074	0.8367	-0.1196	0.1598	0.7638	AT2G31270	ATCDT1A/CDT1/CDT1A (ARABIDOPSIS HOMOLOG OF YEAST CDT1 A); cyclin-dependent protein kinase/ protein binding
264115_at	0.2145	0.9401	0.1268	0.1956	0.8433	0.0851	0.127	0.8401	0.2483	0.3004	0.9289	0.0446	AT2G31290	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G63090.1); similar to hypothetical protein 31.t00019 [Brassica oleracea] (GB:ABD65113.1); contains InterPro domain Protein of unknown function DUF860, plant (InterPro:IPR008578)
264116_at	0.133	0.8627	0.2751	-0.0986	0.3287	0.8316	-0.1418	0.183	0.9105	-0.0389	0.361	0.6868	AT2G31320	poly (ADP-ribose) polymerase, putative / NAD(+) ADP-ribosyltransferase, putative / poly(ADP-ribose) synthetase, putative
264117_at	-0.2916	0.0365	0.9709	-0.1042	0.2342	0.733	-0.1563	0.1396	0.8945	-0.1529	0.1316	0.9125	AT2G31210	basic helix-loop-helix (bHLH) family protein
264118_at	-0.2126	0.0672	0.8638	-0.1547	0.1809	0.8878	-0.2042	0.0901	0.9551	-0.2195	0.0718	0.9599	AT1G79150	binding
264119_at	0.0584	0.6943	0.435	-0.2531	0.0583	0.9387	-0.1717	0.1095	0.8766	-0.2982	0.0283	0.9871	AT1G79180	AtMYB63 (myb domain protein 63); DNA binding / transcription factor
264120_at	0.0692	0.6921	0.426	0.0097	0.6567	0.5547	-0.0429	0.4469	0.7483	-0.0702	0.2799	0.7385	AT1G79340	ATMC4 (METACASPASE 4); caspase/ cysteine-type peptidase
264121_at	-0.0557	0.3994	0.7465	0.1005	0.8455	0.297	0.184	0.933	0.1545	-0.0122	0.4938	0.6746	AT1G02280	TOC33 (PLASTID PROTEIN IMPORT 1); GTP binding
264122_at	0.0666	0.7015	0.4393	0.0126	0.6671	0.5285	0.0698	0.7705	0.4215	0.0103	0.5505	0.6026	AT1G02130	ATRAB1B (Arabidopsis thaliana responsive to abscisic acid 1B); GTP binding
264123_at	0.0309	0.5783	0.4935	0.0109	0.6124	0.5311	-0.1478	0.1453	0.834	0.0395	0.573	0.4658	AT1G02270	endonuclease/exonuclease/phosphatase family protein / calcium-binding EF hand family protein
264124_at	-0.2174	0.0838	0.9032	0.0541	0.5771	0.3033	0.0638	0.7175	0.4236	-0.2533	0.0482	0.91	AT1G79360	ATOCT2 (ARABIDOPSIS THALIANA ORGANIC CATION/CARNITINE TRANSPORTER2); carbohydrate transmembrane transporter/ sugar:hydrogen ion symporter
264125_at	-0.032	0.4471	0.6816	-0.0558	0.4568	0.7278	-0.0795	0.3155	0.8008	-0.0352	0.4141	0.7259	AT1G79350	EMB1135 (EMBRYO DEFECTIVE 1135); DNA binding
264126_at	-0.0173	0.5281	0.6771	0.0236	0.6527	0.4803	-0.2357	0.0596	0.9646	0.0495	0.6622	0.4712	AT1G79280	NUA (NUCLEAR PORE ANCHOR)
264127_at	0.0373	0.488	0.4347	0.1707	0.9353	0.1395	0.2246	0.9541	0.0963	0.0031	0.5492	0.6298	AT1G79250	protein kinase, putative
264128_at	-0.1256	0.199	0.7388	0.2104	0.945	0.0933	-0.0102	0.5323	0.6467	-0.0383	0.3986	0.7272	AT1G79190	binding
264129_at	-0.2117	0.0625	0.823	-0.2446	0.0667	0.9738	-0.1641	0.1273	0.8783	0.0507	0.6179	0.4364	AT1G79170	unknown protein
264130_at	-0.0242	0.5045	0.7001	0.169	0.8068	0.1515	0.1528	0.8967	0.2069	0.152	0.792	0.1823	AT1G79160	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G16500.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO47911.1)
264131_at	-0.1065	0.2366	0.8307	0.1387	0.8327	0.2044	0.0885	0.7455	0.3182	-0.1749	0.1035	0.8853	AT1G79150	binding
264132_at	0.1604	0.8996	0.1929	-0.0497	0.4476	0.6814	0.0901	0.8133	0.3633	0.1469	0.8693	0.2139	AT1G79100	arginine/serine-rich protein-related
264133_at	0.1943	0.8457	0.1525	0.3155	0.9898	0.0298	0.0811	0.5695	0.2495	0.184	0.9349	0.1474	AT1G79080	pentatricopeptide (PPR) repeat-containing protein
264134_at	0.9858	1.0	0.0001	0.8178	0.9999	0.0002	0.8823	1.0	0.0001	0.8401	1.0	0.0002	AT1G79070	SNARE-associated protein-related
264135_at	0.0105	0.57	0.5744	-0.1124	0.2818	0.8429	0.1029	0.8363	0.3268	0.002	0.5555	0.65	AT1G79030	DNAJ heat shock N-terminal domain-containing protein / S-locus protein, putative
264136_at	-0.0254	0.4745	0.698	0.2108	0.9133	0.0852	0.062	0.7371	0.4351	0.0228	0.4864	0.4609	AT1G78980	SRF5 (STRUBBELIG-RECEPTOR FAMILY 5); ATP binding / kinase/ protein serine/threonine kinase
264137_at	0.1782	0.9216	0.178	0.0332	0.7159	0.4791	0.1166	0.8126	0.2695	0.0703	0.7393	0.4224	AT1G78960	ATLUP2 (Arabidopsis thaliana lupeol synthase 2); lupeol synthase
264138_at	-0.3076	0.0308	0.9881	0.0027	0.5571	0.4809	-0.0738	0.3138	0.7708	-0.0035	0.4572	0.5564	AT1G78950	beta-amyrin synthase, putative
264139_at	-0.0153	0.2864	0.4692	-0.2611	0.0424	0.7309	-0.3302	0.016	0.9753	-0.1512	0.1377	0.897	AT1G78940	protein kinase family protein
264140_at	0.0791	0.7456	0.3678	-0.0221	0.5406	0.6014	0.1373	0.872	0.2432	0.0292	0.6222	0.5385	AT1G79210	20S proteasome alpha subunit B, putative
264141_at	-0.1862	0.0999	0.8933	-0.014	0.5301	0.5261	0.0197	0.5694	0.512	-0.0966	0.244	0.8555	AT1G79090	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G22270.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO23830.1); contains domain PTHR21551 (PTHR21551)
264142_at	-0.2087	0.1016	0.9569	-0.0029	0.5504	0.5623	0.0897	0.7676	0.3325	-0.1417	0.1437	0.8892	AT1G78930	mitochondrial transcription termination factor-related / mTERF-related
264143_at	0.035	0.6632	0.5024	-0.0006	0.5352	0.4842	0.1023	0.8095	0.3207	0.1153	0.8108	0.2836	AT1G79330	AMC6/ATMC5/ATMCP2B (TYPE-II METACASPASES); caspase/ cysteine-type endopeptidase
264144_at	0.0554	0.6954	0.4751	-0.1188	0.199	0.7427	-0.0071	0.4659	0.58	-0.172	0.1111	0.9396	AT1G79320	ATMC6 (METACASPASE 6); caspase
264145_at	-0.0497	0.4119	0.7467	0.0143	0.4635	0.4347	-0.1809	0.1179	0.94	-0.1851	0.0903	0.9115	AT1G79310	ATMC7 (METACASPASE 7); caspase
264146_at	-0.3677	0.0123	0.9665	0.3209	0.9627	0.034	0.1525	0.8185	0.1833	-0.1427	0.1627	0.9247	AT1G02205	CER1 (ECERIFERUM 1)
264147_at	-0.2746	0.0394	0.9424	0.2041	0.9015	0.0806	0.4826	0.9952	0.0055	-0.494	0.0049	0.8155	AT1G02205	CER1 (ECERIFERUM 1)
264148_at	0.1288	0.7846	0.2149	-0.0798	0.3247	0.7138	0.0882	0.7836	0.3422	-0.0913	0.2731	0.854	AT1G02220	ANAC003 (Arabidopsis NAC domain containing protein 3); transcription factor
264149_at	0.007	0.4292	0.4087	0.0271	0.5004	0.4161	0.1818	0.8765	0.1494	0.0062	0.5292	0.5764	AT1G02250	ANAC005 (Arabidopsis NAC domain containing protein 5); transcription factor
264150_at	0.0641	0.7458	0.4381	0.188	0.8912	0.1219	0.0545	0.7053	0.4459	0.0159	0.5915	0.6029	AT1G02090	FUS5 (FUSCA 5); MAP kinase kinase
264151_at	0.2281	0.9299	0.1109	0.1743	0.9295	0.1353	0.1067	0.8325	0.313	0.3541	0.9922	0.0218	AT1G02070	similar to zinc ion binding [Arabidopsis thaliana] (TAIR:AT3G60520.1); similar to unknown [Populus trichocarpa] (GB:ABK95332.1)
264152_at	0.0395	0.6544	0.4503	0.0184	0.6856	0.5225	-0.0121	0.5275	0.6589	0.0589	0.7186	0.4617	AT1G02140	HAP1/MAGO/MEE63 (MATERNAL EFFECT EMBRYO ARREST 63); protein binding
264153_at	0.144	0.8863	0.2447	0.0876	0.7072	0.2678	-0.1224	0.1878	0.8129	0.0436	0.6029	0.4412	AT1G65390	ATPP2-A5; carbohydrate binding
264154_at	0.199	0.9017	0.1535	0.0819	0.7227	0.2671	-0.151	0.1666	0.9175	0.147	0.8921	0.2159	AT1G65430	zinc finger protein-related
264155_at	0.1544	0.488	0.151	-0.2999	0.0338	0.9817	-0.2409	0.0571	0.9618	-0.0689	0.3254	0.8237	AT1G65440	GTB1 (GLOBAL TRANSCRIPTION FACTOR GROUP B1); RNA binding / hydrolase, acting on ester bonds / transcription elongation regulator
264156_at	-0.5726	0.0012	0.9986	-1.0006	0.0	1.0	-0.644	0.0004	0.9998	-0.8088	0.0002	1.0	AT1G65280	heat shock protein binding
264157_at	-0.133	0.2205	0.8974	-0.021	0.5199	0.6307	-0.0007	0.5531	0.6157	-0.0808	0.2839	0.7868	AT1G65310	ATXTH17 (XYLOGLUCAN ENDOTRANSGLUCOSYLASE/HYDROLASE 17); hydrolase, acting on glycosyl bonds
264158_at	-0.0887	0.2812	0.8025	0.001	0.6051	0.5688	-0.0862	0.3226	0.84	0.0151	0.6008	0.6117	AT1G65260	PTAC4 (PLASTID TRANSCRIPTIONALLY ACTIVE4)
264159_at	0.1409	0.8621	0.2584	-0.0736	0.399	0.7667	-0.0505	0.3833	0.7268	0.0184	0.6096	0.6019	AT1G65270	similar to hypothetical protein [Vitis vinifera] (GB:CAN71035.1)
264160_at	-0.2931	0.0353	0.9748	0.4778	0.9958	0.0073	0.307	0.8612	0.0344	-0.5359	0.0027	0.9988	AT1G65450	transferase family protein
264161_at	-0.5506	0.0011	0.9996	-0.4415	0.0063	0.9954	-0.1805	0.0846	0.8201	-0.0874	0.279	0.8433	AT1G65420	Identical to Ycf20-like protein [Arabidopsis Thaliana] (GB:O80813); similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G56830.2); similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G56830.3); similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G56830.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO44991.1); contains InterPro domain Protein of unknown function DUF565 (InterPro:IPR007572)
264162_at	-0.2453	0.067	0.9607	-0.1252	0.2369	0.8476	-0.0462	0.4318	0.7534	-0.2464	0.0547	0.9649	AT1G65290	MTACP2 (MITOCHONDRIAL ACYL CARRIER PROTEIN 2); acyl carrier
264163_at	-0.495	0.0035	0.9588	0.1807	0.8908	0.1002	0.0426	0.4161	0.3016	-0.7173	0.0005	0.9998	AT1G65445	transferase-related
264164_at	0.2352	0.697	0.0536	0.9993	1.0	0.0001	0.8653	1.0	0.0001	0.8644	0.9668	0.0005	AT1G65295	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G01015.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO22991.1)
264165_at	0.0793	0.7493	0.4095	0.0827	0.824	0.3305	0.0778	0.7875	0.3977	0.051	0.678	0.4648	AT1G65410	ATNAP11 (ARABIDOPSIS THALIANA NON-INTRINSIC ABC PROTEIN 11)
264166_at	-0.0056	0.5601	0.6464	-0.0149	0.5708	0.5846	0.0386	0.632	0.4601	0.0799	0.7451	0.3825	AT1G65370	meprin and TRAF homology domain-containing protein / MATH domain-containing protein
264167_at	-0.0092	0.4659	0.6205	-0.0432	0.3517	0.4817	0.0463	0.561	0.3778	-0.0295	0.4253	0.6817	AT1G02060	pentatricopeptide (PPR) repeat-containing protein
264168_at	0.0457	0.697	0.4749	0.0218	0.6326	0.4484	0.0462	0.7042	0.4875	0.0598	0.7253	0.4626	AT1G02080	transcriptional regulator-related
264169_at	0.0055	0.5828	0.6152	-0.0401	0.4688	0.6373	-0.2511	0.0506	0.9779	0.0512	0.6265	0.4319	AT1G02020	nitroreductase family protein
264170_at	-0.0875	0.2974	0.7265	-0.1959	0.1121	0.876	-0.0956	0.2131	0.7124	0.0027	0.5388	0.6326	AT1G02260	transmembrane protein, putative
264171_at	0.0485	0.6801	0.4868	0.0085	0.6435	0.5196	-0.1641	0.1345	0.9017	0.0612	0.696	0.4342	AT1G02100	leucine carboxyl methyltransferase family protein
264172_at	0.2196	0.888	0.1238	-0.0086	0.5789	0.5487	0.0696	0.7012	0.3954	0.0843	0.6655	0.3143	AT1G02120	VAD1 (VASCULAR ASSOCIATED DEATH1)
264173_at	0.0003	0.506	0.496	0.0357	0.7159	0.4755	0.0043	0.5331	0.5582	0.1647	0.8975	0.1796	AT1G02160	similar to unnamed protein product [Vitis vinifera] (GB:CAO70493.1); contains InterPro domain CHCH (InterPro:IPR010625)
264174_s_at	-0.1684	0.102	0.6896	-0.1063	0.2744	0.8081	0.0944	0.6009	0.2566	-0.0118	0.3038	0.4302	AT1G47910;AT1G02228	[AT1G47910, transposable element gene];[AT1G02228, transposable element gene]
264175_at	0.0694	0.7408	0.4399	0.0125	0.5704	0.4625	-0.0341	0.4295	0.6751	0.0341	0.5953	0.4913	AT1G02050	chalcone and stilbene synthase family protein
264176_at	0.0297	0.6137	0.5434	-0.0354	0.4285	0.5407	-0.0709	0.2769	0.6768	0.0018	0.3328	0.3797	AT1G02110	proline-rich family protein
264177_at	-0.161	0.1602	0.9194	0.0307	0.65	0.4792	-0.0702	0.3445	0.7759	-0.1577	0.1382	0.9413	AT1G02150	pentatricopeptide (PPR) repeat-containing protein
264178_at	0.2131	0.9307	0.1333	0.0613	0.7711	0.4016	-0.1355	0.2013	0.9077	0.0684	0.7464	0.4348	AT1G02170	LOL3 (LSD ONE LIKE 3); caspase/ cysteine-type endopeptidase
264179_at	0.2968	0.9813	0.049	0.0997	0.8553	0.2947	-0.0671	0.364	0.7835	0.1656	0.9199	0.1814	AT1G02180	ferredoxin-related
264180_at	0.3738	0.9723	0.026	0.1788	0.8751	0.1255	0.6132	0.9994	0.0012	1.3912	1.0	0.0	AT1G02190	CER1 protein, putative
264181_at	-0.225	0.0712	0.9381	-0.1944	0.1235	0.948	-0.2275	0.0674	0.9649	-0.1316	0.1667	0.8961	AT1G65350	UBQ13 (ubiquitin 13)
264182_at	-0.0599	0.3796	0.7434	-0.0241	0.3995	0.5276	0.0177	0.5793	0.5413	-0.0124	0.4308	0.5853	AT1G65360	AGL23; DNA binding / transcription factor
264183_at	0.1782	0.9225	0.1757	-0.0561	0.445	0.7269	-0.1205	0.2332	0.8896	0.2249	0.9597	0.0926	AT1G65380	CLV2 (CLAVATA 2); protein binding
264184_at	0.1614	0.8927	0.2123	0.0566	0.7527	0.3829	0.1316	0.8577	0.2443	-0.0487	0.3152	0.683	AT1G54790	GDSL-motif lipase/hydrolase family protein
264185_at	-0.0533	0.4118	0.7377	0.0518	0.5625	0.3648	-0.0711	0.3498	0.7984	-0.1108	0.2184	0.8869	AT1G54780	thylakoid lumen 18.3 kDa protein
264186_at	0.0	0.4771	0.5852	0.0677	0.7655	0.3205	-0.1098	0.2546	0.8706	-0.0821	0.2722	0.7704	AT1G54570	esterase/lipase/thioesterase family protein
264187_at	-0.0375	0.44	0.6757	0.0742	0.7704	0.3267	0.1338	0.8076	0.2366	0.1722	0.8677	0.1547	AT1G54860	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G19250.1); similar to GPI-anchored protein-like protein II [Cucumis melo] (GB:ABR67421.1)
264188_at	0.2373	0.9593	0.0903	0.3713	0.9933	0.0162	0.4473	0.9958	0.0076	0.4631	0.998	0.0066	AT1G54690	G-H2AX/GAMMA-H2AX/H2AXB/HTA3; DNA binding
264189_s_at	0.0846	0.791	0.392	-0.006	0.5881	0.5756	-0.0283	0.49	0.703	0.0791	0.7762	0.401	AT1G54580;AT1G54630	[AT1G54580, ACP2 (ACYL CARRIER PROTEIN 2)];[AT1G54630, ACP3 (ACYL CARRIER PROTEIN 3)]
264190_at	0.0479	0.6535	0.4915	-0.1437	0.1991	0.8409	-0.1518	0.1652	0.9182	0.084	0.7354	0.3501	AT1G54830	CCAAT-box binding transcription factor Hap5a, putative
264191_at	0.0388	0.6324	0.5138	-0.3461	0.0188	0.9936	-0.1713	0.115	0.9015	-0.1644	0.0976	0.7859	AT1G54730	sugar transporter, putative
264192_at	-0.1266	0.198	0.7803	-0.1103	0.2294	0.7263	-0.143	0.1733	0.8974	0.0372	0.5985	0.4947	AT1G54710	AtATG18h (Arabidopsis thaliana homolog of yeast autophagy 18 (ATG18) h)
264193_at	0.0802	0.7354	0.4018	0.1131	0.8758	0.2423	-0.0731	0.3459	0.7957	0.107	0.809	0.3095	AT1G54610	protein kinase family protein
264194_at	0.0252	0.5655	0.4333	0.0375	0.615	0.4352	-0.0294	0.4732	0.6831	0.1341	0.8569	0.2443	AT1G22720	wall-associated kinase, putative
264195_at	0.1015	0.1791	0.1005	0.3234	0.3039	0.0326	0.0981	0.8037	0.3372	0.1796	0.7543	0.1233	AT1G22690	gibberellin-responsive protein, putative
264196_at	-0.0926	0.2501	0.6524	0.1106	0.5767	0.2195	0.3201	0.9702	0.0354	-0.0399	0.3613	0.6812	AT1G22670	protease-associated zinc finger (C3HC4-type RING finger) family protein
